Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [222]
[220]    0.0    0.00    0.00       2         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [220]
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [221]
-----------------------------------------------
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [220]
[221]    0.0    0.00    0.00       2         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [221]
                0.00    0.00       2/32          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [186]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [218]
[222]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [222]
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [220]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[223]    0.0    0.00    0.00       2         std::__cxx11::to_string(int) [223]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [218]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[224]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [224]
                0.00    0.00       2/3           std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [217]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [309]
[225]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z3dirB5cxx11 [225]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [229]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[226]    0.0    0.00    0.00       1         cellCoords(int (&) [1][2], int, int, int) [226]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[227]    0.0    0.00    0.00       1         getDistances(double (&) [1][1], int (*) [2], int, int) [227]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[228]    0.0    0.00    0.00       1         getForestCellList(int (*) [2], std::vector<int, std::allocator<int> >&) [228]
                0.00    0.00       1/51          std::vector<int, std::allocator<int> >::push_back(int const&) [171]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z3dirB5cxx11 [225]
[229]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [229]
                0.00    0.00       8/8           std::vector<double, std::allocator<double> >::vector() [211]
                0.00    0.00       5/250005      std::vector<int, std::allocator<int> >::vector() [103]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[230]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1l> >::count() const [230]
-----------------------------------------------
                0.00    0.00       1/1           std::normal_distribution<double>::normal_distribution(double, double) [232]
[231]    0.0    0.00    0.00       1         std::normal_distribution<double>::param_type::param_type(double, double) [231]
-----------------------------------------------
                0.00    0.00       1/1           std::normal_distribution<double>::normal_distribution() [233]
[232]    0.0    0.00    0.00       1         std::normal_distribution<double>::normal_distribution(double, double) [232]
                0.00    0.00       1/1           std::normal_distribution<double>::param_type::param_type(double, double) [231]
-----------------------------------------------
                0.00    0.00       1/1           std::lognormal_distribution<double>::lognormal_distribution(double, double) [235]
[233]    0.0    0.00    0.00       1         std::normal_distribution<double>::normal_distribution() [233]
                0.00    0.00       1/1           std::normal_distribution<double>::normal_distribution(double, double) [232]
-----------------------------------------------
                0.00    0.00       1/1           std::lognormal_distribution<double>::lognormal_distribution(double, double) [235]
[234]    0.0    0.00    0.00       1         std::lognormal_distribution<double>::param_type::param_type(double, double) [234]
-----------------------------------------------
                0.00    0.00       1/1           createTraits(double (&) [1024][2], std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, double) [54]
[235]    0.0    0.00    0.00       1         std::lognormal_distribution<double>::lognormal_distribution(double, double) [235]
                0.00    0.00       1/1           std::lognormal_distribution<double>::param_type::param_type(double, double) [234]
                0.00    0.00       1/1           std::normal_distribution<double>::normal_distribution() [233]
-----------------------------------------------
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [237]
[236]    0.0    0.00    0.00       1         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [236]
                0.00    0.00     624/624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [139]
                0.00    0.00     623/623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [141]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[237]    0.0    0.00    0.00       1         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [237]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [236]
-----------------------------------------------
                0.00    0.00       1/1           auto since<std::chrono::duration<long, std::ratio<1l, 1l> >, std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [24]
[238]    0.0    0.00    0.00       1         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1l> > >::value, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [238]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [239]
-----------------------------------------------
                0.00    0.00       1/1           std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1l> > >::value, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [238]
[239]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [239]
                0.00    0.00       1/3           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [215]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1l> >::duration<long, void>(long const&) [241]
-----------------------------------------------
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [243]
[240]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [240]
-----------------------------------------------
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [239]
[241]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1l> >::duration<long, void>(long const&) [241]
-----------------------------------------------
                0.00    0.00       1/1           auto since<std::chrono::duration<long, std::ratio<1l, 1l> >, std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [24]
[242]    0.0    0.00    0.00       1         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [242]
                0.00    0.00       2/2           std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [219]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [243]
-----------------------------------------------
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [242]
[243]    0.0    0.00    0.00       1         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [243]
                0.00    0.00       2/3           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [215]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [240]
-----------------------------------------------
                0.00    0.00       1/1           int* std::fill_n<int*, int, int>(int*, int, int const&) [246]
[244]    0.0    0.00    0.00       1         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, int, int>(int*, int, int const&) [244]
-----------------------------------------------
                0.00    0.00       1/1           int* std::fill_n<int*, int, int>(int*, int, int const&) [246]
[245]    0.0    0.00    0.00       1         int* std::__niter_wrap<int*>(int* const&, int*) [245]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[246]    0.0    0.00    0.00       1         int* std::fill_n<int*, int, int>(int*, int, int const&) [246]
                0.00    0.00       1/127         int* std::__niter_base<int*>(int*) [156]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, int, int>(int*, int, int const&) [244]
                0.00    0.00       1/1           int* std::__niter_wrap<int*>(int* const&, int*) [245]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[247]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [247]
                0.00    0.00       1/3           std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [217]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [225] _GLOBAL__sub_I__Z3dirB5cxx11 [77] std::uniform_real_distribution<double>::param_type::b() const [108] std::vector<double, std::allocator<double> >::end()
   [5] attackProb(int, int, double (&) [1024][2]) [219] std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [107] std::vector<double, std::allocator<double> >::begin()
 [226] cellCoords(int (&) [1][2], int, int, int) [215] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [35] std::vector<double, std::allocator<double> >::erase(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
   [6] searchRate(int, int, double, double (&) [1024][2]) [230] std::chrono::duration<long, std::ratio<1l, 1l> >::count() const [38] std::vector<double, std::allocator<double> >::_M_erase(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
  [45] storeParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [61] std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [63] std::vector<double, std::allocator<double> >::push_back(double&&)
  [12] getCellMass(int, std::vector<double, std::allocator<double> > (&) [1][5]) [15] std::vector<double, std::allocator<double> >::size() const [65] std::vector<double, std::allocator<double> >::push_back(double const&)
  [37] immigration(std::vector<double, std::allocator<double> > (&) [1][5], double, int, int, int&, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [120] std::vector<double, std::allocator<double> >::cbegin() const [211] std::vector<double, std::allocator<double> >::vector()
  [25] randomIndex(std::vector<double, std::allocator<double> > (&) [1][5], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [146] std::vector<double, std::allocator<double> >::max_size() const [212] std::vector<double, std::allocator<double> >::~vector()
  [34] ConvertToDec(int (&) [10]) [193] std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [13] std::vector<double, std::allocator<double> >::operator[](unsigned long)
  [54] createTraits(double (&) [1024][2], std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, double) [86] std::vector<int, std::allocator<int> >::size() const [178] std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
 [227] getDistances(double (&) [1][1], int (*) [2], int, int) [176] std::vector<int, std::allocator<int> >::max_size() const [179] std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
   [7] handlingTime(int, int, double, double (&) [1024][2]) [203] std::allocator<double>::allocator() [130] void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&)
   [2] reproduction(std::vector<double, std::allocator<double> > (&) [1][5], int (&) [1][2], double (&) [1024][2], int, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [204] std::allocator<double>::~allocator() [180] std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
  [46] void store2DArray<double, 1>(double (*) [1], int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [96] std::allocator<int>::allocator() [165] std::vector<int, std::allocator<int> >::_M_erase_at_end(int*)
  [47] void store2DArray<double, 2>(double (*) [2], int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [97] std::allocator<int>::~allocator() [181] std::vector<int, std::allocator<int> >::_S_use_relocate()
  [48] void store2DArray<int, 1>(int (*) [1], int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [122] double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [216] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  [49] void store2DArray<int, 2>(int (*) [2], int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [205] void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [199] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&)
 [126] Bin_recursive(int, int, int (&) [10]) [90] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [182] std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  [28] chooseInRange(int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [161] std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [197] std::vector<int, std::allocator<int> >::end()
  [60] initialisePop(std::vector<double, std::allocator<double> > (&) [1][5], double (&) [1024][2], int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [206] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [198] std::vector<int, std::allocator<int> >::begin()
 [172] store2ColFiles(std::basic_ofstream<char, std::char_traits<char> >&, int, int) [207] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [166] std::vector<int, std::allocator<int> >::clear()
  [43] ConvertToBinary(int, int, int (&) [10]) [157] std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [131] std::vector<int, std::allocator<int> >::push_back(int&&)
   [4] consumptionRate(int, int, double, double (&) [1024][2], int) [208] std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [171] std::vector<int, std::allocator<int> >::push_back(int const&)
  [27] storecellPopInd(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][5], int) [144] std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [103] std::vector<int, std::allocator<int> >::vector()
  [67] calculateCellPop(std::vector<double, std::allocator<double> > (&) [1][5], std::vector<int, std::allocator<int> > (&) [2]) [209] std::_Vector_base<double, std::allocator<double> >::_Vector_base() [104] std::vector<int, std::allocator<int> >::~vector()
  [59] storeCellPopSpec(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][3], int, double (&) [1024][2]) [210] std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [87] std::vector<int, std::allocator<int> >::operator[](unsigned long)
 [228] getForestCellList(int (*) [2], std::vector<int, std::allocator<int> >&) [194] std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [220] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*)
  [11] storeReproduction(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > (&) [1][5], int, double (&) [1024][2]) [98] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [186] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)
  [52] getSpeciesCellMass(int, int, std::vector<double, std::allocator<double> > (&) [1][5]) [99] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [221] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type)
   [3] calculateInteractions(std::vector<double, std::allocator<double> > (&) [1][5], double (&) [1024][2], int, int, int, std::vector<double, std::allocator<double> > (&) [1][3], int) [93] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [222] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&)
  [53] calculateTotalPopSpec(std::vector<double, std::allocator<double> > (&) [1][5], std::vector<int, std::allocator<int> > (&) [2]) [100] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [223] std::__cxx11::to_string(int)
 [229] __static_initialization_and_destruction_0(int, int) [89] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [138] std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  [14] kill(std::vector<double, std::allocator<double> > (&) [1][5], double, int, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [101] std::_Vector_base<int, std::allocator<int> >::_Vector_base() [140] std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  [24] auto since<std::chrono::duration<long, std::ratio<1l, 1l> >, std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::steady_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [102] std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [139] unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long)
  [26] addInd(std::vector<double, std::allocator<double> > (&) [1][5], int, int, double (&) [1024][2], std::vector<double, std::allocator<double> > (&) [1][3]) [162] std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [141] unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long)
  [23] shuffle(int*, int, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [121] void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*) [76] std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
  [16] uniform(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [163] std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [18] std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()()
